X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13629333.97,4526118.027,2875,08FG2042,Aug-96,2008/06/12 00:00:00+00,2015,Inland,Fresh Water,Yes,Storm Drain,San Bruno,San Mateo,37.621669,-122.434377
-13629434.16,4551876.888,2876,08FG1095,Aug-88,2008/03/15 00:00:00+00,2039,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.804722,-122.435277
-13629496.06,4560725.577,2877,08FG1833,Aug-25,2008/05/24 00:00:00+00,845,Marine,Marine,Yes,San Francisco Bay,Tiburon,Marin,37.8675,-122.435833
-13629541.47,4527279.973,2878,08FG1702,Aug-20,2008/05/11 00:00:00+00,1215,Inland,Fresh Water,Yes,culvert to San Francisco Bay,San Bruno,San Mateo,37.629936,-122.436241
-13629544.26,4527270.133,2879,08FG0502,08-0833,2008/01/25 00:00:00+00,1200,Inland,Fresh Water,Yes,Storm Drain,San Bruno,San Mateo,37.629866,-122.436266
-13629546.49,4619993.686,2880,08FG0490,08-0811,2008/01/28 00:00:00+00,30,Inland,Fresh Water,Yes,Arryo Creek,Sonoma,Sonoma,38.286605,-122.436286
-13629814.22,4660308.591,2881,08FG3317,Aug-10,2008/10/14 00:00:00+00,800,Inland,Fresh Water,Yes,Storm Drain to unknown creek to unknown city water,Angwin,Napa,38.570311,-122.438691
-13629985.19,4530703.172,2882,08FG0434,08-0743,2008/01/25 00:00:00+00,1550,Inland,Fresh Water,Yes,"Storm drain, Colma Creek",South San Francisco,San Mateo,37.654286,-122.440227
-13630208.16,4503680.426,2883,08FG1183,Aug-61,2008/03/23 00:00:00+00,900,Inland,Fresh Water,Yes,Storm drain,Half Moon Bay,San Mateo,37.46185,-122.44223
-13630459.52,4502770.005,2884,08FG0529,08-0869,2008/01/28 00:00:00+00,1330,Marine,Marine,Yes,Pacific Ocean,Half Moon Bay,San Mateo,37.455358,-122.444488
-13630495.15,4552143.036,2885,08FG0033,08-0014,2008/01/02 00:00:00+00,1036,Marine,Marine,Yes,SAN FRANCISCO BAY,SAN FRANCISCO,San Francisco,37.806611,-122.444808
-13630580.53,4526571.292,2886,08FG0500,08-0831,2008/01/25 00:00:00+00,1200,Inland,Fresh Water,Yes,Storm Drain,San Bruno,San Mateo,37.624894,-122.445575
-13630582.98,4551966.073,2887,08FG3550,Aug-36,2008/11/07 00:00:00+00,1305,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.805355,-122.445597
-13630841.14,4655158.835,2888,08FG3109,Aug-26,2008/09/24 00:00:00+00,930,Inland,Fresh Water,Yes,Storm drain,Angwin,Napa,38.534133,-122.447916
-13631003.55,4564154.57,2889,08FG3353,Aug-12,2008/10/17 00:00:00+00,1500,Marine,Marine,Yes,San Pablo Bay,Tiburon,Marin,37.891813,-122.449375
-13631036.95,4620881.25,2890,08FG0423,08-0732,2008/01/25 00:00:00+00,2025,Inland,Fresh Water,Yes,unknown name,Sonoma,Sonoma,38.292863,-122.449675
-13631039.4,4620876.144,2891,08FG0071,08-0091,2008/01/04 00:00:00+00,1115,Inland,Fresh Water,Yes,Sonoma Creek,Sonoma,Sonoma,38.292827,-122.449697
-13631039.73,4620879.69,2892,08FG0202,08-0298,2008/01/08 00:00:00+00,1950,Inland,Fresh Water,Yes,"Storm Drain, may run to nearest creek of Nathanson",Sonoma,Sonoma,38.292852,-122.4497
-13631141.69,4561414.162,2893,08FG1720,Aug-60,2008/05/13 00:00:00+00,700,Marine,Marine,Yes,"Racoon Straits, San Francisco Bay",Tiburon,Marin,37.872383,-122.450616
-13631475.1,4561986.866,2894,08FG1061,Aug-99,2008/03/12 00:00:00+00,1030,Inland,Fresh Water,Yes,Storm Drain,Tiburon,Marin,37.876444,-122.453611
-13631553.02,4565098.154,2895,08FG1985,Aug-83,2008/06/07 00:00:00+00,1945,Marine,Marine,Yes,San Francisco Bay,Tiburon,Marin,37.898502,-122.454311
-13631567.82,4564760.857,2896,08FG0967,08-1769,2008/03/03 00:00:00+00,738,Marine,Marine,Yes,San Francisco Bay,Tiburon,Marin,37.896111,-122.454444
-13631571.28,4561342.805,2897,08FG0795,08-1384,2008/02/16 00:00:00+00,1445,Marine,Marine,Yes,San Francisco Bay,Tiburon,Marin,37.871877,-122.454475
-13631626.27,4573962.072,2898,08FG0907,08-1597,2008/02/25 00:00:00+00,1800,Marine,Marine,Yes,San Francisco Bay,Larkspur,Marin,37.961308,-122.454969
-13631861.6,4620716.581,2899,08FG0060,08-0075,2008/01/04 00:00:00+00,945,Inland,Fresh Water,Yes,Storm Drain / Sonoma Creek,Sonoma,Sonoma,38.291702,-122.457083
-13631868.38,4527803.572,2900,08FG0504,08-0836,2008/01/25 00:00:00+00,1200,Inland,Fresh Water,Yes,Storm Drain,San Bruno,San Mateo,37.633661,-122.457144
-13632071.88,4561820.735,2901,08FG1126,Aug-42,2008/03/18 00:00:00+00,1125,Inland,Fresh Water,Yes,storm drain,Tiburon,Marin,37.875266,-122.458972
-13632341.17,4617435.242,2902,08FG0059,08-0074,2008/01/04 00:00:00+00,820,Inland,Fresh Water,Yes,Storm Drain / Sonoma Creek,Sonoma,Sonoma,38.268563,-122.461391
-13632422.87,4561373.407,2903,08FG1604,Aug-05,2008/05/02 00:00:00+00,1225,Marine,Marine,Yes,San Francisco Bay,Tiburon,Marin,37.872094,-122.462125
-13632494.55,4508445.442,2904,08FG0463,08-0772,2008/01/25 00:00:00+00,1535,Inland,Fresh Water,Yes,Pacific Ocean,Half Moon Bay,San Mateo,37.495819,-122.462769
-13632495.23,4620223.441,2905,08FG1185,Aug-66,2008/03/23 00:00:00+00,1505,Inland,Fresh Water,Yes,Storm drain,Sonoma,Sonoma,38.288225,-122.462775
-13632828.51,4509943.751,2906,08FG0697,08-1190,2008/02/08 00:00:00+00,730,Inland,Fresh Water,Yes,Storm Drain,El Granada,San Mateo,37.506497,-122.465769
-13633034.46,4560946.827,2907,08FG0191,08-0282,2008/01/08 00:00:00+00,1300,Marine,Marine,Yes,Richardson Bay,Belvedere,Marin,37.869069,-122.467619
-13633171.49,4528005.428,2908,08FG0157,08-0227,2008/01/04 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm drain,San Bruno,San Mateo,37.635097,-122.46885
-13633317.99,4559804.668,2909,08FG1623,Aug-42,2008/05/04 00:00:00+00,1106,Marine,Marine,Yes,Richardson Bay,Sausalito,Marin,37.860969,-122.470166
-13633418.16,4316896.73,2910,08FG3670,Aug-17,2008/11/19 00:00:00+00,1200,Marine,Marine,Yes,Pacific Ocean,Unincorporated county area,Monterey,36.118188,-122.471066
-13633466.15,4509339.097,2911,08FG0466,08-0775,2008/01/26 00:00:00+00,1535,Inland,Fresh Water,Yes,Pacific Ocean,El Granada,San Mateo,37.502188,-122.471497
-13633794.21,4553364.11,2912,08FG1943,Aug-72,2008/06/03 00:00:00+00,1730,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.815277,-122.474444
-13633795.77,4553173.176,2913,08FG1913,Aug-10,2008/06/01 00:00:00+00,1620,Marine,Marine,Yes,Pacific Ocean,San Francisco,San Francisco,37.813922,-122.474458
-13633976.67,4567035.81,2914,08FG1379,Aug-95,2008/04/10 00:00:00+00,845,Inland,Fresh Water,Yes,storm drain,Corte Madera,Marin,37.912236,-122.476083
-13633979.78,4509032.083,2915,08FG0430,08-0739,2008/01/26 00:00:00+00,800,Marine,Marine,Yes,Half Moon Bay,Half Moon Bay,San Mateo,37.5,-122.476111
-13633983.46,4556969.412,2916,08FG1676,Aug-54,2008/05/08 00:00:00+00,945,Inland,Fresh Water,Yes,San Francisco Bay,Sausalito,Marin,37.840858,-122.476144
-13634026.43,4576124.088,2917,08FG1964,Aug-26,2008/06/05 00:00:00+00,1500,Marine,Marine,Yes,San Francisco Bay,San Rafael,Marin,37.976619,-122.47653
-13634154.11,4563743.674,2918,08FG1148,Aug-03,2008/03/20 00:00:00+00,952,Inland,Fresh Water,Yes,storm drain feeding the San Francisco Bay,Tiburon,Marin,37.8889,-122.477677
-13634165.03,4622735.906,2919,08FG0422,08-0731,2008/01/25 00:00:00+00,2019,Inland,Fresh Water,Yes,Aqua Caliente Creek,Boyes Hot Springs,Sonoma,38.305938,-122.477775
-13634254.63,4521627.049,2920,08FG1904,Aug-95,2008/05/31 00:00:00+00,1100,Inland,Fresh Water,Yes,Storm Drain Box,Pacifica,San Mateo,37.589708,-122.47858
-13634262.65,4556241.091,2921,08FG2600,Aug-33,2008/08/07 00:00:00+00,1300,Marine,Marine,Yes,STORM DRAIN,Sausalito,Marin,37.835691,-122.478652
-13634266.43,4558767.245,2922,08FG3312,Aug-01,2008/10/13 00:00:00+00,1645,Marine,Marine,Yes,San Francisco,Sausalito,Marin,37.853611,-122.478686
-13634381.76,4551759.384,2923,08FG1430,Aug-15,2008/04/13 00:00:00+00,1445,Marine,Marine,Yes,Unknown Ocean Sheen,San Francisco,San Francisco,37.803888,-122.479722
-13634417.27,4558106.185,2924,08FG2631,Aug-92,2008/08/10 00:00:00+00,1214,Inland,Fresh Water,Yes,San Francisco Bay,Sausalito,Marin,37.848922,-122.480041
-13634481.95,4571391.142,2925,08FG0767,08-1326,2008/02/14 00:00:00+00,1030,Inland,Fresh Water,Yes,San Francisco Bay,San Quentin,Marin,37.943097,-122.480622
-13634526.15,4623820.911,2926,08FG0420,08-0729,2008/01/25 00:00:00+00,2009,Inland,Fresh Water,Yes,Sonoma Creek,Boyes Hot Springs,Sonoma,38.313586,-122.481019
-13634558.65,4571271.865,2927,08FG1787,Aug-08,2008/05/19 00:00:00+00,801,Inland,Fresh Water,Yes,San Quentin Pt / San Francisco Bay,San Quentin,Marin,37.942252,-122.481311
-13634610.3,4559361.374,2928,08FG0946,08-1726,2008/02/29 00:00:00+00,1259,Marine,Marine,Yes,San Francisco Bay,Sausalito,Marin,37.857825,-122.481775
-13634661.83,4509175.907,2929,08FG3007,Aug-84,2008/09/12 00:00:00+00,1325,Marine,Marine,Yes,Pacific Ocean,Half Moon Bay,San Mateo,37.501025,-122.482238
-13634710.71,4621705.626,2930,08FG1717,Aug-53,2008/05/12 00:00:00+00,2045,Inland,Fresh Water,Yes,Sonoma Creek,Sonoma,Sonoma,38.298675,-122.482677
-13634715.04,4509352.848,2931,08FG3016,Aug-11,2008/09/13 00:00:00+00,1802,Marine,Marine,Yes,Pillar Point Harbor,El Granada,San Mateo,37.502286,-122.482716
-13634722.18,4622930.966,2932,08FG0583,08-0967,2008/01/31 00:00:00+00,2018,Inland,Fresh Water,Yes,storm drain,Boyes Hot Springs,Sonoma,38.307313,-122.48278
-13634722.18,4622930.966,2933,08FG0617,08-1029,2008/02/03 00:00:00+00,45,Inland,Fresh Water,Yes,Sonoma Creek,Boyes Hot Springs,Sonoma,38.307313,-122.48278
-13634723.74,4622934.228,2934,08FG0421,08-0730,2008/01/25 00:00:00+00,2014,Inland,Fresh Water,Yes,Sonoma Creek,Boyes Hot Springs,Sonoma,38.307336,-122.482794
-13634806,4559462.326,2935,08FG3722,Aug-54,2008/11/25 00:00:00+00,1705,Marine,Marine,Yes,Pacific,Sausalito,Marin,37.858541,-122.483533
-13634825.81,4558547.45,2936,08FG3894,Aug-16,2008/12/10 00:00:00+00,1532,Inland,Fresh Water,Yes,Storm drain,Sausalito,Marin,37.852052,-122.483711
-13634835.05,4575686.734,2937,08FG3326,Aug-40,2008/10/15 00:00:00+00,830,Marine,Marine,Yes,San Pablo Bay,San Rafael,Marin,37.973522,-122.483794
-13634854.87,4572594.999,2938,08FG2547,Aug-10,2008/08/01 00:00:00+00,1520,Marine,Marine,Yes,San Francisco Bay,San Rafael,Marin,37.951625,-122.483972
-13634863.77,4509534.844,2939,08FG0467,08-0776,2008/01/26 00:00:00+00,1535,Inland,Fresh Water,Yes,Pacific Ocean,Half Moon Bay,San Mateo,37.503583,-122.484052
-13634864.44,4559178.789,2940,08FG1921,Aug-23,2008/05/15 00:00:00+00,1500,Inland,Fresh Water,Yes,Storm Drain / Contained in the Pipeline,Sausalito,Marin,37.85653,-122.484058
-13634916.99,4616258.475,2941,08FG0074,08-0096,2008/01/04 00:00:00+00,1030,Inland,Fresh Water,Yes,Nathason Creek,Sonoma,Sonoma,38.260263,-122.48453
-13634917.65,4559420.028,2942,08FG3055,Aug-94,2008/09/17 00:00:00+00,1320,Marine,Marine,Yes,Richardson Bay,Sausalito,Marin,37.858241,-122.484536
-13635008.48,4525673.353,2943,08FG0416,08-0725,2008/01/25 00:00:00+00,1645,Inland,Fresh Water,Yes,Calera Creek,Pacifica,San Mateo,37.618505,-122.485352
-13635068.82,4559755.741,2944,08FG3693,Aug-93,2008/11/23 00:00:00+00,1200,Marine,Marine,Yes,"Richardson Bay, Tributary of San Francisco Bay",Sausalito,Marin,37.860622,-122.485894
-13635081.19,4624714.764,2945,08FG0070,08-0090,2008/01/04 00:00:00+00,1200,Inland,Fresh Water,Yes,Sonoma Creek,Sonoma,Sonoma,38.319886,-122.486005
-13635118.92,4559738.116,2946,08FG3687,Aug-74,2008/11/21 00:00:00+00,1000,Marine,Marine,Yes,Richardson Bay,Sausalito,Marin,37.860497,-122.486344
-13635134.4,4624796.349,2947,08FG0616,08-1028,2008/02/03 00:00:00+00,30,Inland,Fresh Water,Yes,Agua Caliente Creek,Boyes Hot Springs,Sonoma,38.320461,-122.486483
-13635255.62,4624188.232,2948,08FG0614,08-1026,2008/02/02 00:00:00+00,2245,Inland,Fresh Water,Yes,Sonoma Creek,Boyes Hot Springs,Sonoma,38.316175,-122.487572
-13635279.11,4624172.058,2949,08FG0417,08-0726,2008/01/25 00:00:00+00,1800,Inland,Fresh Water,Yes,"Storm Drain, Sonoma Creek",Boyes Hot Springs,Sonoma,38.316061,-122.487783
-13635279.11,4624172.058,2950,08FG0582,08-0966,2008/01/31 00:00:00+00,1740,Inland,Fresh Water,Yes,storm drain,Boyes Hot Springs,Sonoma,38.316061,-122.487783
-13635308.5,4624137.297,2951,08FG0051,08-0059,2008/01/04 00:00:00+00,900,Inland,Fresh Water,Yes,storm drain,Boyes Hot Springs,Sonoma,38.315816,-122.488047
-13635402.11,4560333.853,2952,08FG1682,Aug-70,2008/05/08 00:00:00+00,1610,Marine,Marine,Yes,Galilee Harbor,Sausalito,Marin,37.864722,-122.488888
-13635418.25,4559790.145,2953,08FG2844,Aug-03,2008/08/28 00:00:00+00,2002,Marine,Marine,Yes,San Francisco Bay,Sausalito,Marin,37.860866,-122.489033
-13635422.27,4625029.617,2954,08FG0418,08-0727,2008/01/25 00:00:00+00,1942,Inland,Fresh Water,Yes,Sonoma Creek,Boyes Hot Springs,Sonoma,38.322105,-122.489069
-13635438.63,4558992.824,2955,08FG1453,Aug-66,2008/04/16 00:00:00+00,1345,Inland,Fresh Water,Yes,"Storm Drain, leads to the bay.",Sausalito,Marin,37.855211,-122.489216
-13635494.84,4560725.577,2956,08FG2234,Aug-66,2008/07/02 00:00:00+00,800,Marine,Marine,Yes,"Richardson's Bay, Tributary of San Francisco Bay",Sausalito,Marin,37.8675,-122.489721
-13635512.21,4529674.829,2957,08FG0431,08-0740,2008/01/25 00:00:00+00,1330,Inland,Fresh Water,Yes,Pacific Ocean,Pacifica,San Mateo,37.646972,-122.489877
-13635548.17,4624492.428,2958,08FG0419,08-0728,2008/01/25 00:00:00+00,2000,Inland,Fresh Water,Yes,Sonoma Creek,Boyes Hot Springs,Sonoma,38.318319,-122.4902
-13635627.87,4560473.309,2959,08FG0145,08-0207,2008/01/06 00:00:00+00,1400,Marine,Marine,Yes,Richardson Bay,Sausalito,Marin,37.865711,-122.490916
-13635794.52,4625006.347,2960,08FG0072,08-0093,2008/01/04 00:00:00+00,1000,Inland,Fresh Water,Yes,Sonoma Creek,Sonoma,Sonoma,38.321941,-122.492413
-13635805.64,4528624.375,2961,08FG0429,08-0738,2008/01/25 00:00:00+00,1330,Inland,Fresh Water,Yes,Pacific Ocean,Pacifica,San Mateo,37.6395,-122.492513
-13635825.12,4530818.329,2962,08FG2723,Aug-06,2008/08/17 00:00:00+00,1400,Inland,Fresh Water,Yes,Storm Drain,Pacifica,San Mateo,37.655105,-122.492688
-13635955.93,4559456.545,2963,08FG2439,Aug-56,2008/07/22 00:00:00+00,1230,Inland,Fresh Water,Yes,storm drain,Sausalito,Marin,37.8585,-122.493863
-13636107.21,4559150.591,2964,08FG1395,Aug-31,2008/04/11 00:00:00+00,1802,Inland,Fresh Water,Yes,Richardson Bay,Sausalito,Marin,37.85633,-122.495222
-13636136.82,4560042.819,2965,08FG3761,Aug-25,2008/11/27 00:00:00+00,1730,Marine,Marine,Yes,San Francisco Bay,Sausalito,Marin,37.862658,-122.495488
-13636220.65,4560854.745,2966,08FG3600,Aug-33,2008/11/12 00:00:00+00,1022,Marine,Marine,Yes, ,Sausalito,Marin,37.868416,-122.496241
-13636263.39,4524342.678,2967,08FG0639,08-1059,2008/02/03 00:00:00+00,1400,Marine,Marine,Yes,Rockaway Beach,Pacifica,San Mateo,37.609036,-122.496625
-13636312.82,4560880.691,2968,08FG0041,08-0027,2008/01/02 00:00:00+00,1630,Marine,Marine,Yes,"Richardson Bay, Tributary of San Francisco Bay",Sausalito,Marin,37.8686,-122.497069
-13636409,4560911.573,2969,08FG3418,Aug-07,2008/10/25 00:00:00+00,1300,Marine,Marine,Yes,Richardson Bay / S.F. Bay,Sausalito,Marin,37.868819,-122.497933
-13636430.03,4520699.052,2970,08FG1355,Aug-39,2008/04/08 00:00:00+00,830,Inland,Fresh Water,Yes,San Pedro Creek,Pacifica,San Mateo,37.583102,-122.498122
-13636474.9,4561188.953,2971,08FG2928,Aug-80,2008/09/04 00:00:00+00,1540,Marine,Marine,Yes,Richardson Bay,Sausalito,Marin,37.870786,-122.498525
-13636476.35,4560857.142,2972,08FG2896,Aug-98,2008/09/01 00:00:00+00,1940,Marine,Marine,Yes,Clipper Yacht Harbor / Richardson Bay,Sausalito,Marin,37.868433,-122.498538
-13636639.1,4560607.973,2973,08FG0752,08-1294,2008/02/13 00:00:00+00,1000,Marine,Marine,Yes,Richardson Bay, ,Marin,37.866666,-122.5
-13636691.97,4560671.005,2974,08FG0410,08-0719,2008/01/25 00:00:00+00,1415,Inland,Fresh Water,Yes,"Storm Drain, Richardson Bay",Sausalito,Marin,37.867113,-122.500475
-13636837.24,4563810.956,2975,08FG3794,Aug-92,2008/11/27 00:00:00+00,1200,Marine,Marine,Yes,Richardson Bay,Mill Valley,Marin,37.889377,-122.50178
-13636925.74,4565180.822,2976,08FG1700,Aug-18,2008/05/11 00:00:00+00,1030,Inland,Fresh Water,Yes,Storm Drain,Tiburon,Marin,37.899088,-122.502575
-13636934.32,4560844.168,2977,08FG0069,08-0087,2008/01/04 00:00:00+00,830,Inland,Fresh Water,Yes,storm drain/Richardson Bay,Sausalito,Marin,37.868341,-122.502652
-13637083.03,4522430.227,2978,08FG0403,08-0709,2008/01/25 00:00:00+00,1230,Inland,Fresh Water,Yes,Linda Mar State Beach,Pacifica,San Mateo,37.595425,-122.503988
-13637111.54,4563831.832,2979,08FG1120,Aug-36,2008/03/18 00:00:00+00,1000,Marine,Marine,Yes,Strawberry Channel,Mill Valley,Marin,37.889525,-122.504244
-13637340.07,4511966.905,2980,08FG3847,Aug-22,2008/12/06 00:00:00+00,1400,Inland,Fresh Water,Yes,Pacific Ocean,Moss Beach,San Mateo,37.520913,-122.506297
-13637341.85,4514336.497,2981,08FG0801,08-1398,2008/02/17 00:00:00+00,1300,Inland,Fresh Water,Yes,Seasonal Dry Creek / Wet now,Montara,San Mateo,37.537794,-122.506313
-13637386.16,4561046.666,2982,08FG1226,Aug-49,2008/03/26 00:00:00+00,1030,Inland,Fresh Water,Yes,Storm Drain,Sausalito,Marin,37.869777,-122.506711
-13637536.11,4627386.854,2983,08FG0073,08-0095,2008/01/04 00:00:00+00,1200,Inland,Fresh Water,Yes,Sonoma Creek,Sonoma,Sonoma,38.338716,-122.508058
-13637568.28,4543509.99,2984,08FG4087,Aug-31,2008/12/29 00:00:00+00,1715,Marine,Marine,Yes,San Francisco Bay,San Francisco,San Francisco,37.745313,-122.508347
-13637618.93,4571722.019,2985,08FG3961,Aug-64,2008/12/17 00:00:00+00,100,Marine,Marine,Yes,Corte Madera Creek,Larkspur,Marin,37.945441,-122.508802
-13637638.75,4571675.719,2986,08FG2807,Aug-86,2008/08/25 00:00:00+00,600,Inland,Fresh Water,Yes,Corte Madera Creek/San Francisco Bay,Larkspur,Marin,37.945113,-122.50898
-13637856.15,4511116.672,2987,08FG0865,08-1528,2008/02/23 00:00:00+00,1010,Inland,Fresh Water,Yes,Pacific Ocean,Moss Beach,San Mateo,37.514855,-122.510933
-13637857.37,4511117.093,2988,08FG0468,08-0777,2008/01/25 00:00:00+00,1300,Inland,Fresh Water,Yes,Pacific Ocean,Moss Beach,San Mateo,37.514858,-122.510944
-13637982.95,4574266.345,2989,08FG2213,Aug-14,2008/06/30 00:00:00+00,900,Inland,Fresh Water,Yes,San Rafael Yacht Harbor,San Rafael,Marin,37.963463,-122.512072
-13637999.64,4563663.697,2990,08FG0711,08-1215,2008/02/09 00:00:00+00,1709,Marine,Marine,Yes,Richardson Bay,Mill Valley,Marin,37.888333,-122.512222
-13638138.13,4590974.422,2991,08FG3650,Aug-71,2008/11/17 00:00:00+00,1600,Marine,Marine,Yes,San Francisco Bay,Novato,Marin,38.0817,-122.513466
-13638138.13,4590974.422,2992,08FG3036,Aug-53,2008/09/15 00:00:00+00,1743,Marine,Marine,Yes,Del Oro Lagoon,Novato,Marin,38.0817,-122.513466
-13638154.26,4545303.95,2993,08FG0487,08-0806,2008/01/27 00:00:00+00,1645,Marine,Marine,Yes,Pacific Ocean,San Francisco,San Francisco,37.758055,-122.513611
-13638363.88,4561516.402,2994,08FG1974,Aug-55,2008/06/06 00:00:00+00,1310,Inland,Fresh Water,Yes,culvert to a holding  pond adjacent to Marin City,Marin City,Marin,37.873108,-122.515494
-13638496.79,4514320.072,2995,08FG1562,Aug-13,2008/04/28 00:00:00+00,1840,Inland,Fresh Water,Yes,Storm Drain and contained in the storm drain,Montara,San Mateo,37.537677,-122.516688
-13638499.57,4512399.767,2996,08FG0511,08-0848,2008/01/28 00:00:00+00,1115,Marine,Marine,Yes,Pacific Ocean,Moss Beach,San Mateo,37.523997,-122.516713
-13638543.55,4514238.227,2997,08FG0469,08-0778,2008/01/25 00:00:00+00,1450,Inland,Fresh Water,Yes,Pacific Ocean,Montara,San Mateo,37.537094,-122.517108
-13638556.24,4564251.477,2998,08FG0457,08-0766,2008/01/26 00:00:00+00,1215,Marine,Marine,Yes,Richardson Bay,Mill Valley,Marin,37.8925,-122.517222
-13638620.24,4514127.043,2999,08FG0470,08-0780,2008/01/25 00:00:00+00,1945,Inland,Fresh Water,Yes,Pacific Ocean,Montara,San Mateo,37.536302,-122.517797
-13639052.5,4575637.732,3000,08FG0877,08-1551,2008/02/24 00:00:00+00,1010,Inland,Fresh Water,Yes,"Storm Drain, runs to a drainage canal that leads t",San Rafael,Marin,37.973175,-122.52168
-13639174.62,4582801.636,3001,08FG2120,Aug-77,2008/06/20 00:00:00+00,845,Marine,Marine,Yes,unknown Marsh area,San Rafael,Marin,38.023888,-122.522777
-13639349.95,4571347.948,3002,08FG2039,Aug-86,2008/06/11 00:00:00+00,1000,Marine,Marine,Yes,Corte Madera Creek,Larkspur,Marin,37.942791,-122.524352
-13639418.31,4629691.824,3003,08FG0709,08-1212,2008/02/09 00:00:00+00,1530,Inland,Fresh Water,Yes,Sonoma Creek,Unincorporated county area,Sonoma,38.354955,-122.524966
-13639660.42,4577767.047,3004,08FG3554,Aug-45,2008/11/07 00:00:00+00,1530,Inland,Fresh Water,Yes,Storm Drain,San Rafael,Marin,37.988252,-122.527141
-13639687.02,4570157.644,3005,08FG0525,08-0863,2008/01/25 00:00:00+00,2100,Inland,Fresh Water,Yes,"Storm Drain, Corte Madera Creek",Larkspur,Marin,37.934358,-122.52738
-13639764.95,4570350.585,3006,08FG4012,Aug-72,2008/12/21 00:00:00+00,2020,Inland,Fresh Water,Yes,Storm Drain to Madera Creek,Larkspur,Marin,37.935725,-122.52808
-13639768.4,4564824.619,3007,08FG0676,08-1134,2008/01/25 00:00:00+00,1800,Inland,Fresh Water,Yes,Richardson Bay,Mill Valley,Marin,37.896563,-122.528111
-13639768.4,4564824.619,3008,08FG0585,08-0969,2008/01/31 00:00:00+00,1730,Inland,Fresh Water,Yes,Storm Drains / Richardson Bay / Cortemadera Creek,Mill Valley,Marin,37.896563,-122.528111
-13639975.9,4564791.327,3009,08FG3987,Aug-25,2008/12/19 00:00:00+00,1050,Inland,Fresh Water,Yes,Arroyo De Corte Madera Del Presidio Creek,Mill Valley,Marin,37.896327,-122.529975
